STATION,STATION_NAME,DATE,PRCP,TAVG,TMAX,TMIN
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840126,-9999,17.7,23.6,11.5
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840127,-9999,17.8,24.8,11.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840128,-9999,18.4,27.0,12.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840129,-9999,20.3,28.0,14.7
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840130,-9999,18.5,-9999,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840131,-9999,17.9,-9999,15.9
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840201,-9999,17.8,20.3,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840202,-9999,16.6,21.6,11.2
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840203,-9999,15.9,23.4,8.9
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840204,-9999,17.6,27.2,9.7
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840205,-9999,18.6,25.9,12.6
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840206,-9999,18.0,-9999,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840207,-9999,17.4,24.0,10.9
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840208,-9999,18.7,29.6,10.2
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840209,-9999,20.1,27.2,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840210,-9999,17.6,24.4,12.9
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840211,-9999,18.8,25.6,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840212,-9999,19.3,26.6,13.4
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840213,-9999,18.7,29.8,12.7
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840214,-9999,19.8,-9999,12.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840215,-9999,19.2,26.6,13.6
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840216,-9999,19.6,24.3,14.9
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840217,-9999,18.2,23.4,14.7
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840218,-9999,18.7,23.8,14.5
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840219,-9999,18.1,-9999,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840220,-9999,17.2,24.7,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840221,-9999,18.7,26.4,11.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840222,-9999,18.4,26.8,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840223,-9999,19.5,28.4,13.2
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840224,-9999,20.4,30.3,14.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840225,-9999,20.2,26.4,14.9
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840226,-9999,20.5,30.1,15.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840227,-9999,21.2,28.5,16.2
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840228,-9999,21.4,29.5,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840229,-9999,20.8,25.1,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840301,-9999,18.8,24.9,14.1
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840302,-9999,17.7,24.5,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840303,-9999,18.8,26.0,12.7
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840304,-9999,19.2,24.8,12.6
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840305,-9999,19.7,-9999,14.6
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840306,-9999,21.0,30.0,13.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840307,-9999,22.3,31.8,14.5
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840308,-9999,23.5,31.1,15.7
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840309,-9999,23.2,33.7,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840310,-9999,22.8,29.1,17.2
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840311,-9999,23.8,36.3,16.4
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840312,-9999,24.3,32.2,17.2
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840313,-9999,23.3,31.4,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840314,-9999,23.8,32.6,18.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840315,-9999,23.1,28.3,17.6
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840316,-9999,23.4,29.7,20.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840317,-9999,21.7,27.2,17.1
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840318,-9999,24.4,33.3,17.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840319,-9999,22.2,28.2,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840320,-9999,24.8,34.6,20.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840321,-9999,25.4,32.0,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840322,-9999,25.5,-9999,19.9
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840323,-9999,23.7,28.0,19.3
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840324,-9999,21.4,26.9,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840325,-9999,20.8,30.4,16.2
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840326,-9999,28.3,38.8,19.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840327,-9999,27.7,38.2,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840328,-9999,23.8,-9999,19.6
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840329,-9999,24.0,32.1,18.9
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840330,-9999,24.7,32.5,18.9
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840331,-9999,26.8,36.4,19.9
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840401,-9999,25.9,31.2,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840402,-9999,23.8,30.4,18.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840403,-9999,22.8,29.5,18.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840404,-9999,23.6,29.7,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840405,-9999,24.8,32.9,18.5
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840406,-9999,27.2,35.2,21.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840407,-9999,25.8,34.0,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840408,-9999,24.4,32.7,18.3
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840409,-9999,29.3,-9999,18.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840410,-9999,33.2,39.9,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840411,-9999,31.2,38.4,23.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840412,-9999,31.4,40.5,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840413,-9999,26.9,36.0,22.2
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840414,-9999,26.6,33.5,20.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840415,-9999,25.7,31.6,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840416,-9999,27.6,34.0,19.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840417,-9999,31.4,-9999,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840418,-9999,27.4,32.9,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840419,-9999,24.5,29.3,19.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840420,-9999,25.3,33.8,18.3
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840421,-9999,27.8,39.0,19.2
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840422,-9999,29.0,39.1,20.6
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840423,-9999,29.5,42.0,20.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840424,-9999,31.0,40.6,22.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840425,-9999,31.3,40.6,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840426,-9999,28.9,33.6,23.1
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840427,-9999,26.2,31.0,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840428,-9999,26.5,33.0,19.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840429,-9999,28.0,34.2,20.6
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840430,-9999,29.1,37.3,22.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840501,-9999,26.4,39.0,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840502,-9999,26.6,32.6,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840503,-9999,24.8,30.4,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840504,-9999,25.7,-9999,19.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840505,-9999,31.3,37.8,21.3
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840506,-9999,31.6,41.3,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840507,-9999,30.2,38.7,23.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840508,-9999,32.3,41.9,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840509,-9999,33.7,42.6,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840510,-9999,34.2,40.2,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840511,-9999,30.6,35.8,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840512,-9999,27.9,-9999,24.5
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840513,-9999,29.4,35.4,23.4
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840514,-9999,27.9,34.6,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840515,-9999,27.1,32.6,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840516,-9999,27.4,33.8,20.7
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840517,-9999,28.8,-9999,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840518,-9999,29.7,38.4,23.1
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840519,-9999,29.1,36.9,23.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840520,-9999,29.4,36.1,21.6
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840521,-9999,31.8,39.3,23.1
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840522,-9999,30.6,37.4,24.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840523,-9999,30.3,37.6,23.5
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840524,-9999,30.2,35.8,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840525,-9999,30.2,-9999,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840526,-9999,29.6,35.2,23.7
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840527,-9999,30.4,37.2,23.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840528,-9999,29.9,42.3,22.4
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840529,0.0,31.8,-9999,26.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840530,-9999,29.9,37.6,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840531,-9999,30.1,35.8,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840601,-9999,28.7,34.4,22.1
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840602,-9999,30.4,37.1,23.4
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840603,-9999,28.1,34.7,22.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840604,-9999,29.3,35.9,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840605,-9999,31.9,39.4,23.5
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840606,-9999,31.4,39.1,25.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840607,-9999,29.5,36.3,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840608,-9999,30.3,36.7,23.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840609,-9999,30.7,38.6,24.3
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840610,-9999,30.8,39.1,25.7
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840611,-9999,31.9,41.2,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840612,-9999,31.7,38.1,25.7
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840613,-9999,30.9,36.4,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840614,-9999,31.4,-9999,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840615,-9999,30.2,36.2,25.5
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840616,-9999,30.1,36.0,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840617,-9999,30.1,36.1,26.6
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840618,-9999,30.3,36.6,25.7
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840619,-9999,30.1,36.8,25.7
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840620,-9999,31.4,37.4,25.2
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840621,-9999,31.2,36.5,25.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840622,-9999,29.9,35.6,25.6
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840623,-9999,30.2,35.6,25.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840624,-9999,29.9,-9999,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840625,-9999,29.4,35.4,24.5
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840626,-9999,30.1,35.7,24.6
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840627,-9999,30.2,-9999,24.9
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840628,-9999,30.8,36.5,27.6
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840629,-9999,31.4,36.9,27.5
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840630,-9999,32.4,38.0,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840701,-9999,32.3,43.2,26.2
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840702,-9999,30.9,38.2,24.7
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840703,-9999,32.8,42.9,24.2
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840704,-9999,34.2,44.0,25.4
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840705,-9999,34.9,45.8,26.5
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840706,-9999,34.4,46.5,28.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840707,-9999,34.1,46.3,26.4
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840708,-9999,33.3,45.2,27.6
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840709,-9999,32.7,39.4,28.1
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840710,-9999,31.8,37.7,27.6
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840711,-9999,32.2,39.3,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840712,-9999,35.2,43.8,27.6
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840713,-9999,36.0,44.0,29.6
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840714,-9999,34.8,43.5,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840715,-9999,33.5,40.0,28.6
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840716,-9999,33.8,41.8,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840717,-9999,32.6,37.6,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840718,-9999,32.4,39.0,26.7
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840719,-9999,33.3,38.8,27.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840720,-9999,33.8,38.9,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840721,-9999,37.5,42.5,32.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840722,-9999,35.7,43.7,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840723,-9999,35.1,43.6,30.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840724,-9999,35.2,43.0,31.3
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840725,-9999,36.4,43.6,30.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840726,-9999,34.5,41.6,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840727,-9999,33.1,39.1,28.4
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840728,-9999,32.8,38.0,27.7
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840729,-9999,33.6,38.2,28.9
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840730,-9999,34.3,42.9,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840731,-9999,36.5,43.6,30.6
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840801,-9999,35.8,44.4,30.9
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840802,-9999,32.7,39.6,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840803,-9999,32.9,38.2,28.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840804,-9999,32.8,38.6,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840805,-9999,32.1,-9999,27.7
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840806,-9999,33.1,41.4,26.9
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840807,-9999,33.8,40.1,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840808,-9999,34.7,-9999,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840809,-9999,33.6,40.1,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840810,-9999,32.4,37.6,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840811,-9999,32.1,36.7,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840812,-9999,31.7,35.9,27.7
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840813,-9999,31.7,36.6,26.9
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840814,-9999,31.9,36.4,27.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840815,-9999,32.4,37.3,27.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840816,-9999,32.9,-9999,29.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840817,-9999,32.9,37.7,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840818,-9999,32.4,36.9,29.4
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840819,-9999,31.9,-9999,28.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840820,-9999,31.9,36.9,28.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840821,-9999,32.8,37.5,28.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840822,-9999,33.6,39.7,29.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840823,-9999,33.1,36.4,30.7
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840824,-9999,33.1,36.2,31.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840825,-9999,32.7,37.3,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840826,-9999,31.4,36.6,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840827,-9999,31.2,36.6,26.3
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840828,-9999,31.2,36.2,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840829,-9999,31.5,36.7,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840830,-9999,33.3,42.6,26.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840831,-9999,31.7,37.6,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840901,-9999,31.7,37.2,27.2
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840902,-9999,32.3,37.0,27.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840903,-9999,33.7,39.8,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840904,-9999,33.4,39.6,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840905,-9999,33.2,41.2,28.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840906,-9999,33.8,43.1,27.5
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840907,-9999,32.7,42.2,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840908,-9999,32.4,38.8,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840909,-9999,32.1,43.0,24.4
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840910,-9999,31.9,40.0,25.5
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840911,-9999,31.7,37.3,25.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840912,-9999,33.2,41.7,25.7
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840913,-9999,31.6,38.6,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840914,-9999,31.4,38.2,27.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840915,-9999,30.7,37.5,25.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840916,-9999,32.7,40.7,25.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840917,-9999,32.3,39.4,27.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840918,-9999,31.1,37.5,25.3
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840919,-9999,30.7,36.6,25.7
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840920,-9999,29.7,35.3,24.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840921,-9999,32.2,42.2,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840922,-9999,31.6,40.2,24.9
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840923,-9999,30.4,38.3,22.5
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840924,-9999,29.3,36.3,23.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840925,-9999,29.8,38.1,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840926,-9999,30.5,38.5,24.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840927,-9999,30.5,36.7,24.4
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840928,-9999,29.6,35.2,22.4
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840929,-9999,29.4,36.7,22.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19840930,-9999,29.1,37.4,23.5
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19841001,-9999,28.6,37.2,22.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19841002,-9999,28.7,36.0,21.8
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19841003,-9999,28.5,34.2,22.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19841004,-9999,28.4,35.7,-9999
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19841005,-9999,27.8,34.3,22.1
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19841006,-9999,29.6,37.1,23.3
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19841007,-9999,29.4,37.4,25.0
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19841008,-9999,28.3,33.8,23.6
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19841009,-9999,30.5,38.4,24.4
GHCND:AEM00041194,DUBAI INTERNATIONAL AE,19841010,-9999,28.8,37.2,-9999
